X,Y,Concentrations,Migration_front,Vx,Vy
45.0,155.0,4.306051831531839e-119,0.0,-0.011095810219573692,0.02027377778229034
45.0,165.0,2.7619263536909064e-111,0.0,-0.011520114440609514,0.020683403881450117
45.0,175.0,3.8728327481727405e-104,0.0,-0.011922371149199248,0.021140385452035056
45.0,185.0,1.7810093568195232e-97,0.0,-0.012294408756669473,0.021642974010117052
45.0,195.0,3.109872542910796e-91,0.0,-0.012627822722072439,0.02218790001846781
45.0,205.0,2.2084902482307331e-85,0.0,-0.012914360855275456,0.022770309758659325
45.0,215.0,6.3354920539769935e-80,0.0,-0.013146367909157644,0.023383809171313545
45.0,225.0,6.977562627748407e-75,0.0,-0.013317252833156035,0.02402062876966083
45.0,235.0,5.646641494930401e-71,0.0,-0.013421931096808342,0.024671909286068255
45.0,245.0,9.378488971250503e-69,0.0,-0.013457190183040858,0.02532809071393174
45.0,255.0,3.7424792227177804e-69,0.0,-0.013421931096808342,0.025979371230339166
45.0,265.0,2.7299049589032325e-71,0.0,-0.013317252833156035,0.02661619082868645
45.0,275.0,2.0595889814166984e-75,0.0,-0.013146367909157644,0.02722969024134067
45.0,285.0,2.7169138020688245e-79,0.0,-0.012914360855275456,0.027812099981532185
45.0,295.0,4.724275669993101e-83,0.0,-0.012627822722072439,0.028357025989882944
45.0,305.0,7.492307831402111e-87,0.0,-0.012294408756669473,0.02885961454796494
45.0,315.0,1.0177411587984872e-90,0.0,-0.011922371149199248,0.02931659611854988
45.0,325.0,1.198441794526065e-94,0.0,-0.011520114440609514,0.029726222217709656
45.0,335.0,1.2458350012637465e-98,0.0,-0.011095810219573692,0.03008811912868332
45.0,345.0,1.1609194037391476e-102,0.0,-0.010657093545315351,0.03040308654188606
45.0,355.0,9.815133002857223e-107,0.0,-0.010210849425315817,0.030672868657141965
45.0,365.0,7.601673768131425e-111,0.0,-0.009763086046542958,0.030899921307756293
45.0,375.0,5.434725514628624e-115,0.0,-0.009318883489174007,0.031087192881672606
45.0,385.0,0.0,0.0,-0.008882402446053787,0.0312379306417936
55.0,5.0,0.0,0.0,4.5924254968025736e-18,0.018245622096716624
55.0,15.0,0.0,0.0,-0.0055740701411066155,0.01818995307995759
55.0,25.0,0.0,0.0,-0.005877643354273223,0.01814473876106154
55.0,35.0,0.0,0.0,-0.006200308866939665,0.018112093092376123
55.0,45.0,0.0,0.0,-0.006542775340791673,0.01809441726986301
55.0,55.0,0.0,0.0,-0.006905582730136987,0.01809441726986301
55.0,65.0,0.0,0.0,-0.00728903418538786,0.018115114153755673
55.0,75.0,0.0,0.0,-0.0076931133389694034,0.018159843256630268
55.0,85.0,0.0,0.0,-0.008117386116217326,0.01823223739390218
55.0,95.0,0.0,0.0,-0.008560887282421324,0.018336188262255193
55.0,105.0,0.0,0.0,-0.009021993637676891,0.018475779453878294
55.0,115.0,0.0,0.0,-0.009498288248555524,0.01865518421325981
55.0,125.0,0.0,0.0,-0.009986423443628422,0.018878521610345277
55.0,135.0,0.0,0.0,-0.010481994443746529,0.01914966662877593
55.0,145.0,9.399778536955573e-123,0.0,-0.010979440150563796,0.019472013234024373
55.0,155.0,6.606932638522765e-114,0.0,-0.01147199212577191,0.01984819514022268
55.0,165.0,3.8286444573903018e-106,0.0,-0.011951696070349757,0.020279776769962905
55.0,175.0,4.888360267315442e-99,0.0,-0.012409530653087131,0.020766936273850775
55.0,185.0,2.066283100265877e-92,0.0,-0.012835644628055079,0.02130817214523641
55.0,195.0,3.3517457516925406e-86,0.0,-0.013219723365821135,0.02190007278898508
55.0,205.0,2.2374379969597847e-80,0.0,-0.013551479709538286,0.02253719164324791
55.0,215.0,6.111721905627568e-75,0.0,-0.013821242695709677,0.023212066429799953
55.0,225.0,6.493371189852397e-70,0.0,-0.014020594610263079,0.02391540820690696
55.0,235.0,4.4108045664756834e-66,0.0,-0.01414298751592257,0.02463646462602121
55.0,245.0,7.015295579029046e-64,0.0,-0.014184260930998427,0.025363535373978785
55.0,255.0,2.805398142116107e-64,0.0,-0.01414298751592257,0.026084591793093036
55.0,265.0,2.1112965665932053e-66,0.0,-0.014020594610263079,0.026787933570200043
55.0,275.0,1.6532738727259263e-70,0.0,-0.013821242695709677,0.027462808356752084
55.0,285.0,2.2565788577939355e-74,0.0,-0.013551479709538286,0.028099927211014914
55.0,295.0,3.9909859636004595e-78,0.0,-0.013219723365821135,0.028691827854763586
55.0,305.0,6.407334281227273e-82,0.0,-0.012835644628055079,0.02923306372614922
55.0,315.0,8.814015887921106e-86,0.0,-0.012409530653087131,0.02972022323003709
55.0,325.0,1.0527139880910431e-89,0.0,-0.011951696070349757,0.030151804859777316
55.0,335.0,1.1120875168657462e-93,0.0,-0.01147199212577191,0.030527986765975623
55.0,345.0,1.0551676092554466e-97,0.0,-0.010979440150563796,0.030850333371224066
55.0,355.0,9.10107645880237e-102,0.0,-0.010481994443746529,0.03112147838965472
55.0,365.0,7.204048357734859e-106,0.0,-0.009986423443628422,0.031344815786740185
55.0,375.0,5.272933550682763e-110,0.0,-0.009498288248555524,0.0315242205461217
55.0,385.0,0.0,0.0,-0.009021993637676891,0.0316638117377448
65.0,5.0,0.0,0.0,4.5924254968025736e-18,0.017960468464012745
65.0,15.0,0.0,0.0,-0.005500119815900304,0.017886518138806432
65.0,25.0,0.0,0.0,-0.005813318091283478,0.01782219287581672
65.0,35.0,0.0,0.0,-0.006147834486098341,0.017769718494975363
65.0,45.0,0.0,0.0,-0.006504719544321111,0.017731662698504798
65.0,55.0,0.0,0.0,-0.006884885846244321,0.017710965814612133
65.0,65.0,0.0,0.0,-0.00728903418538786,0.017710965814612133
65.0,75.0,0.0,0.0,-0.007717560674593178,0.017735413150235933
65.0,85.0,0.0,0.0,-0.008170442469233898,0.017788469503252507
65.0,95.0,0.0,0.0,-0.00864710072795068,0.017874682948781834
65.0,105.0,0.0,0.0,-0.009146241178938716,0.01799893049004366
65.0,115.0,0.0,0.0,-0.009665675508113092,0.01816631774960123
65.0,125.0,0.0,0.0,-0.010202130994871095,0.0183820253008439
65.0,135.0,0.0,0.0,-0.010751061522630372,0.018651092379727806
65.0,145.0,1.4650876154635539e-117,0.0,-0.011306480121930312,0.01897813235109426
65.0,155.0,9.200345520709647e-109,0.0,-0.01186084089003222,0.01936698111535457
65.0,165.0,4.7908296921833795e-101,0.0,-0.012405005066504549,0.01982029011150932
65.0,175.0,5.541757836097599e-94,0.0,-0.012928329971409552,0.020339089429831817
65.0,185.0,2.142864519758472e-87,0.0,-0.013418917477185766,0.020922362278962475
65.0,195.0,3.2134117106426097e-81,0.0,-0.013864047657781481,0.02156668657092283
65.0,205.0,2.0051766653500946e-75,0.0,-0.014250801314685289,0.022266008176069826
65.0,215.0,5.177666068108377e-70,0.0,-0.014566842953459424,0.023011608433819556
65.0,225.0,5.246850175365153e-65,0.0,-0.014801298190654857,0.023792312014211354
65.0,235.0,3.021313358349504e-61,0.0,-0.014945625348176037,0.024594949846464802
65.0,245.0,4.484236925884385e-59,0.0,-0.014994361238068785,0.025405050153535193
65.0,255.0,1.8013590230731267e-59,0.0,-0.014945625348176037,0.026207687985788642
65.0,265.0,1.4411037026491704e-61,0.0,-0.014801298190654857,0.02698839156618044
65.0,275.0,1.1878881159218964e-65,0.0,-0.014566842953459424,0.02773399182393017
65.0,285.0,1.6706105650891084e-69,0.0,-0.014250801314685289,0.028433313429077164
65.0,295.0,2.990662409287147e-73,0.0,-0.013864047657781481,0.02907763772103752
65.0,305.0,4.854631566495348e-77,0.0,-0.013418917477185766,0.02966091057016818
65.0,315.0,6.76364566851744e-81,0.0,-0.012928329971409552,0.030179709888490676
65.0,325.0,8.198656873903109e-85,0.0,-0.012405005066504549,0.030633018884645424
65.0,335.0,8.80913477468555e-89,0.0,-0.01186084089003222,0.031021867648905736
65.0,345.0,8.5190505615179e-93,0.0,-0.011306480121930312,0.03134890762027219
65.0,355.0,7.50407142046965e-97,0.0,-0.010751061522630372,0.031617974699156094
65.0,365.0,6.077288178060078e-101,0.0,-0.010202130994871095,0.031833682250398766
65.0,375.0,4.55871263066909e-105,0.0,-0.009665675508113092,0.032001069509956334
65.0,385.0,0.0,0.0,-0.009146241178938716,0.03212531705121816
75.0,5.0,0.0,0.0,4.5924254968025736e-18,0.017667652772240604
75.0,15.0,0.0,0.0,-0.005405976621636826,0.017573509577977063
75.0,25.0,0.0,0.0,-0.005727661666862506,0.017487853153556096
75.0,35.0,0.0,0.0,-0.0060729689030102835,0.01741298757046804
75.0,45.0,0.0,0.0,-0.0064433477377582255,0.017351615763905183
75.0,55.0,0.0,0.0,-0.006840156743369728,0.017306886661030592
75.0,65.0,0.0,0.0,-0.0072645868497640586,0.017282439325406816
75.0,75.0,0.0,0.0,-0.007717560674593207,0.01728243932540679
75.0,85.0,0.0,0.0,-0.008199603673219095,0.017311600529391985
75.0,95.0,0.0,0.0,-0.008710683329009934,0.017375183130451267
75.0,105.0,0.0,0.0,-0.009250014104866582,0.01747895605637913
75.0,115.0,0.0,0.0,-0.009815828818711502,0.017629109366977543
75.0,125.0,0.0,0.0,-0.010405122027935252,0.017832100400041698
75.0,135.0,0.0,0.0,-0.011013378392451678,0.018094417269862977
75.0,145.0,2.0871452288966618e-112,0.0,-0.011634309028327459,0.018422246176260197
75.0,155.0,1.163670061801843e-103,0.0,-0.012259631108592215,0.01882103639482012
75.0,165.0,5.411144970910526e-96,0.0,-0.012878938839889723,0.01929497016820532
75.0,175.0,5.6359484568128725e-89,0.0,-0.013479724312157177,0.01984636450895289
75.0,185.0,1.9810511500738914e-82,0.0,-0.01404760978736448,0.020475056819131646
75.0,195.0,2.7276400325996077e-76,0.0,-0.014566842953459424,0.02117785211480959
75.0,205.0,1.5786024995367142e-70,0.0,-0.015021078510107042,0.021948129310231324
75.0,215.0,3.816758796239779e-65,0.0,-0.01539442190882007,0.022775708265592002
75.0,225.0,3.639697874780098e-60,0.0,-0.01567264980533664,0.023647059880273758
75.0,235.0,1.805382782741437e-56,0.0,-0.015844460890104127,0.024545895422201865
75.0,245.0,2.4297313004931002e-54,0.0,-0.015902570393665046,0.02545410457779813
75.0,255.0,9.819056648455444e-55,0.0,-0.015844460890104127,0.026352940119726238
75.0,265.0,8.519384384354028e-57,0.0,-0.01567264980533664,0.027224291734407994
75.0,275.0,7.513321450986635e-61,0.0,-0.01539442190882007,0.028051870689768672
75.0,285.0,1.0939948800029161e-64,0.0,-0.015021078510107042,0.028822147885190406
75.0,295.0,1.9804457172369887e-68,0.0,-0.014566842953459424,0.02952494318086835
75.0,305.0,3.2491380395965646e-72,0.0,-0.01404760978736448,0.030153635491047107
75.0,315.0,4.5862534566097144e-76,0.0,-0.013479724312157177,0.030705029831794677
75.0,325.0,5.6463808516912646e-80,0.0,-0.012878938839889723,0.031178963605179875
75.0,335.0,6.176904329114578e-84,0.0,-0.012259631108592215,0.0315777538237398
75.0,345.0,6.095739537986826e-88,0.0,-0.011634309028327459,0.03190558273013702
75.0,355.0,5.490574755905621e-92,0.0,-0.011013378392451678,0.0321678995999583
75.0,365.0,4.555174910460412e-96,0.0,-0.010405122027935252,0.03237089063302245
75.0,375.0,3.5060092649383673e-100,0.0,-0.009815828818711502,0.03252104394362086
75.0,385.0,0.0,0.0,-0.009250014104866582,0.032624816869548726
85.0,5.0,0.0,0.0,4.5924254968025736e-18,0.017368353539961273
85.0,15.0,0.0,0.0,-0.005289695922824946,0.017252072841149428
85.0,25.0,0.0,0.0,-0.005618377880791337,0.017142789055078225
85.0,35.0,0.0,0.0,-0.005973017124445112,0.017042837276513054
85.0,45.0,0.0,0.0,-0.006355518482299754,0.016955008021054582
85.0,55.0,0.0,0.0,-0.006767762606097812,0.016882613883782666
85.0,65.0,0.0,0.0,-0.007211530496747487,0.016829557530766093
85.0,75.0,0.0,0.0,-0.0076883994706080094,0.016800396326780896
85.0,85.0,0.0,0.0,-0.008199603673219095,0.016800396326780896
85.0,95.0,0.0,0.0,-0.008745852016415442,0.016835565014186378
85.0,105.0,0.0,0.0,-0.00932709718346025,0.016912648092780043
85.0,115.0,0.0,0.0,-0.009942251824512362,0.017039071098580938
85.0,125.0,0.0,0.0,-0.010588853180500582,0.017222802251146266
85.0,135.0,0.0,0.0,-0.01126268618488338,0.017472110043577998
85.0,145.0,2.723394986954233e-107,0.0,-0.011957388520460993,0.017795189535711502
85.0,155.0,1.3385883699778559e-98,0.0,-0.012664079405497559,0.018199637832616848
85.0,165.0,5.517257285334717e-91,0.0,-0.01337107579189046,0.0186917747846176
85.0,175.0,5.133961118008958e-84,0.0,-0.01406378135986795,0.019275831832328415
85.0,185.0,1.626773235236558e-77,0.0,-0.01472484797571937,0.019953070020683295
85.0,195.0,2.037734966028368e-71,0.0,-0.015334705752913477,0.020720932820137317
85.0,205.0,1.08274136577337e-65,0.0,-0.0158725253334989,0.021572379643529198
85.0,215.0,2.423650994910231e-60,0.0,-0.016317607701508433,0.022495565436217523
85.0,225.0,2.14161940558375e-55,0.0,-0.016651097447389716,0.023474013078270625
85.0,235.0,9.330577990312651e-52,0.0,-0.016857806456170927,0.02448735864433745
85.0,245.0,1.1080919641207995e-49,0.0,-0.016927853104990256,0.025512641355662547
85.0,255.0,4.5023663845671385e-50,0.0,-0.016857806456170927,0.02652598692172937
85.0,265.0,4.248407264844298e-52,0.0,-0.016651097447389716,0.027504434563782473
85.0,275.0,4.086999948324992e-56,0.0,-0.016317607701508433,0.028427620356470798
85.0,285.0,6.265345897829959e-60,0.0,-0.0158725253334989,0.02927906717986268
85.0,295.0,1.1527093955321424e-63,0.0,-0.015334705752913477,0.0300469299793167
85.0,305.0,1.913801490898841e-67,0.0,-0.01472484797571937,0.03072416816767158
85.0,315.0,2.739244006238539e-71,0.0,-0.01406378135986795,0.031308225215382395
85.0,325.0,3.428776756046361e-75,0.0,-0.01337107579189046,0.03180036216738315
85.0,335.0,3.823772110819657e-79,0.0,-0.012664079405497559,0.0322048104642885
85.0,345.0,3.856223503740758e-83,0.0,-0.011957388520460993,0.032527889956422
85.0,355.0,3.557062332649051e-87,0.0,-0.01126268618488338,0.03277719774885373
85.0,365.0,3.027599118534878e-91,0.0,-0.010588853180500582,0.03296092890141906
85.0,375.0,2.3943539638131637e-95,0.0,-0.009942251824512362,0.03308735190721995
85.0,385.0,0.0,0.0,-0.00932709718346025,0.03316443498581362
95.0,5.0,0.0,0.0,4.5924254968025736e-18,0.01706405541223159
95.0,15.0,0.0,0.0,-0.00514934502563103,0.016923704515037732
95.0,25.0,0.0,0.0,-0.0054831420968120895,0.016788468731058513
95.0,35.0,0.0,0.0,-0.005845199819824436,0.016660651426437807
95.0,45.0,0.0,0.0,-0.0062379306417935975,0.016543063585931682
